,DEPTH,DT,GR,NPHI,PEF,RHOB,WELL
77975,3404.2,76.73,39.982,0.154,7.595,2.564,15/9-F-11 A
77976,3404.3,76.437,42.873,0.154,7.612,2.565,15/9-F-11 A
77977,3404.4,75.876,43.224,0.15,7.611,2.565,15/9-F-11 A
77978,3404.5,75.13,43.695,0.148,7.594,2.564,15/9-F-11 A
77979,3404.6,74.122,42.98,0.141,7.59,2.563,15/9-F-11 A
77980,3404.7,73.462,42.411,0.133,7.603,2.562,15/9-F-11 A
77981,3404.8,72.819,38.712,0.126,7.62,2.563,15/9-F-11 A
77982,3404.9,72.067,34.947,0.121,7.629,2.564,15/9-F-11 A
77983,3405.0,71.482,34.906,0.118,7.624,2.565,15/9-F-11 A
77984,3405.1,70.94,34.278,0.115,7.623,2.567,15/9-F-11 A
77985,3405.2,70.398,31.677,0.112,7.642,2.569,15/9-F-11 A
77986,3405.3,70.103,29.744,0.11,7.69,2.573,15/9-F-11 A
77987,3405.4,69.946,27.714,0.106,7.762,2.579,15/9-F-11 A
77988,3405.5,69.98,25.176,0.103,7.822,2.584,15/9-F-11 A
77989,3405.6,70.094,24.385,0.101,7.847,2.587,15/9-F-11 A
77990,3405.7,70.248,24.475,0.1,7.836,2.586,15/9-F-11 A
77991,3405.8,70.424,24.049,0.1,7.815,2.582,15/9-F-11 A
77992,3405.9,70.597,23.994,0.101,7.819,2.579,15/9-F-11 A
77993,3406.0,70.781,26.054,0.102,7.853,2.579,15/9-F-11 A
77994,3406.1,71.061,25.973,0.103,7.898,2.58,15/9-F-11 A
77995,3406.2,71.349,26.162,0.104,7.95,2.581,15/9-F-11 A
77996,3406.3,71.657,27.003,0.106,8.022,2.582,15/9-F-11 A
77997,3406.4,72.128,27.642,0.109,8.116,2.583,15/9-F-11 A
77998,3406.5,72.613,26.514,0.112,8.196,2.587,15/9-F-11 A
77999,3406.6,73.112,28.243,0.118,8.225,2.592,15/9-F-11 A
78000,3406.7,73.738,30.027,0.123,8.198,2.596,15/9-F-11 A
78001,3406.8,74.261,29.516,0.129,8.147,2.596,15/9-F-11 A
78002,3406.9,74.682,30.385,0.133,8.107,2.596,15/9-F-11 A
78003,3407.0,74.933,30.948,0.135,8.083,2.595,15/9-F-11 A
78004,3407.1,75.146,31.63,0.136,8.042,2.594,15/9-F-11 A
78005,3407.2,75.318,32.709,0.136,7.97,2.591,15/9-F-11 A
78006,3407.3,75.546,34.141,0.135,7.889,2.586,15/9-F-11 A
78007,3407.4,75.772,35.121,0.135,7.844,2.58,15/9-F-11 A
78008,3407.5,75.988,36.304,0.135,7.841,2.577,15/9-F-11 A
78009,3407.6,76.098,38.203,0.138,7.853,2.575,15/9-F-11 A
78010,3407.7,76.107,38.68,0.141,7.861,2.574,15/9-F-11 A
78011,3407.8,75.964,37.92,0.143,7.861,2.574,15/9-F-11 A
78012,3407.9,75.711,38.758,0.144,7.873,2.574,15/9-F-11 A
78013,3408.0,75.458,38.848,0.144,7.891,2.574,15/9-F-11 A
78014,3408.1,75.255,38.176,0.141,7.872,2.573,15/9-F-11 A
78015,3408.2,75.052,37.089,0.137,7.807,2.571,15/9-F-11 A
78016,3408.3,74.88,36.034,0.134,7.73,2.569,15/9-F-11 A
78017,3408.4,74.79,35.441,0.133,7.696,2.567,15/9-F-11 A
78018,3408.5,74.571,34.685,0.133,7.724,2.566,15/9-F-11 A
78019,3408.6,74.304,32.844,0.132,7.786,2.566,15/9-F-11 A
78020,3408.7,74.026,33.324,0.132,7.864,2.568,15/9-F-11 A
78021,3408.8,73.815,34.109,0.131,7.924,2.572,15/9-F-11 A
78022,3408.9,73.636,34.174,0.131,7.97,2.577,15/9-F-11 A
78023,3409.0,73.471,33.609,0.131,8.007,2.581,15/9-F-11 A
78024,3409.1,73.32,32.882,0.13,8.022,2.582,15/9-F-11 A
78025,3409.2,73.157,32.961,0.128,8.02,2.581,15/9-F-11 A
78026,3409.3,72.846,33.494,0.125,8.025,2.578,15/9-F-11 A
78027,3409.4,72.487,34.573,0.123,8.051,2.575,15/9-F-11 A
78028,3409.5,72.09,32.222,0.121,8.083,2.575,15/9-F-11 A
78029,3409.6,71.618,31.848,0.12,8.104,2.576,15/9-F-11 A
78030,3409.7,71.221,33.235,0.119,8.118,2.581,15/9-F-11 A
78031,3409.8,70.886,31.991,0.117,8.13,2.588,15/9-F-11 A
78032,3409.9,70.563,30.309,0.115,8.134,2.593,15/9-F-11 A
78033,3410.0,70.35,28.093,0.113,8.118,2.596,15/9-F-11 A
78034,3410.1,70.247,26.406,0.111,8.1,2.597,15/9-F-11 A
78035,3410.2,70.166,26.18,0.109,8.105,2.598,15/9-F-11 A
78036,3410.3,70.022,26.515,0.108,8.143,2.601,15/9-F-11 A
78037,3410.4,69.803,26.232,0.107,8.189,2.604,15/9-F-11 A
78038,3410.5,69.59,26.206,0.105,8.221,2.605,15/9-F-11 A
78039,3410.6,69.337,27.364,0.102,8.24,2.603,15/9-F-11 A
78040,3410.7,69.027,26.752,0.1,8.273,2.599,15/9-F-11 A
78041,3410.8,68.942,27.088,0.099,8.334,2.597,15/9-F-11 A
78042,3410.9,68.86,27.128,0.099,8.407,2.599,15/9-F-11 A
78043,3411.0,68.725,27.105,0.099,8.441,2.603,15/9-F-11 A
78044,3411.1,68.737,28.424,0.098,8.393,2.604,15/9-F-11 A
78045,3411.2,68.783,27.304,0.096,8.287,2.602,15/9-F-11 A
78046,3411.3,68.844,25.178,0.092,8.182,2.601,15/9-F-11 A
78047,3411.4,69.004,24.434,0.089,8.118,2.602,15/9-F-11 A
78048,3411.5,69.198,24.992,0.087,8.092,2.603,15/9-F-11 A
78049,3411.6,69.412,23.624,0.085,8.082,2.603,15/9-F-11 A
78050,3411.7,69.679,22.747,0.085,8.09,2.603,15/9-F-11 A
78051,3411.8,69.959,21.881,0.086,8.126,2.603,15/9-F-11 A
78052,3411.9,70.213,21.968,0.089,8.168,2.605,15/9-F-11 A
78053,3412.0,70.575,23.729,0.092,8.183,2.607,15/9-F-11 A
78054,3412.1,70.948,24.555,0.096,8.172,2.608,15/9-F-11 A
78055,3412.2,71.128,24.232,0.098,8.175,2.609,15/9-F-11 A
78056,3412.3,71.362,22.679,0.101,8.225,2.612,15/9-F-11 A
78057,3412.4,71.613,24.908,0.104,8.306,2.614,15/9-F-11 A
78058,3412.5,71.77,26.25,0.107,8.367,2.614,15/9-F-11 A
78059,3412.6,71.824,27.729,0.109,8.371,2.611,15/9-F-11 A
78060,3412.7,71.79,28.828,0.112,8.316,2.608,15/9-F-11 A
78061,3412.8,71.493,31.378,0.114,8.243,2.606,15/9-F-11 A
78062,3412.9,71.342,33.632,0.115,8.177,2.606,15/9-F-11 A
78063,3413.0,71.315,33.212,0.114,8.125,2.608,15/9-F-11 A
78064,3413.1,71.359,32.211,0.111,8.078,2.609,15/9-F-11 A
78065,3413.2,71.315,31.589,0.107,8.038,2.609,15/9-F-11 A
78066,3413.3,71.183,29.134,0.104,8.013,2.609,15/9-F-11 A
78067,3413.4,71.139,27.28,0.104,8.0,2.609,15/9-F-11 A
78068,3413.5,71.099,27.101,0.103,8.001,2.609,15/9-F-11 A
78069,3413.6,71.063,27.845,0.103,8.018,2.607,15/9-F-11 A
78070,3413.7,71.234,28.517,0.103,8.042,2.605,15/9-F-11 A
78071,3413.8,71.434,29.017,0.104,8.07,2.604,15/9-F-11 A
78072,3413.9,71.649,29.896,0.106,8.094,2.607,15/9-F-11 A
78073,3414.0,71.787,29.329,0.108,8.109,2.609,15/9-F-11 A
78074,3414.1,71.828,30.638,0.108,8.111,2.61,15/9-F-11 A
78075,3414.2,71.71,29.33,0.107,8.118,2.609,15/9-F-11 A
78076,3414.3,71.482,28.299,0.107,8.147,2.608,15/9-F-11 A
78077,3414.4,71.298,28.723,0.109,8.204,2.605,15/9-F-11 A
78078,3414.5,71.27,29.808,0.11,8.25,2.599,15/9-F-11 A
78079,3414.6,71.208,29.504,0.11,8.254,2.59,15/9-F-11 A
78080,3414.7,71.176,27.818,0.109,8.221,2.581,15/9-F-11 A
78081,3414.8,71.258,28.408,0.107,8.207,2.579,15/9-F-11 A
78082,3414.9,71.347,28.074,0.106,8.217,2.585,15/9-F-11 A
78083,3415.0,71.455,28.123,0.107,8.194,2.595,15/9-F-11 A
78084,3415.1,71.626,27.743,0.109,8.102,2.602,15/9-F-11 A
78085,3415.2,71.743,27.904,0.109,7.979,2.603,15/9-F-11 A
78086,3415.3,71.798,27.382,0.107,7.885,2.6,15/9-F-11 A
78087,3415.4,71.657,27.029,0.104,7.882,2.597,15/9-F-11 A
78088,3415.5,71.486,26.677,0.101,7.879,2.594,15/9-F-11 A
78089,3415.6,71.307,26.265,0.1,7.959,2.594,15/9-F-11 A
78090,3415.7,71.187,26.509,0.1,8.081,2.596,15/9-F-11 A
78091,3415.8,71.003,25.153,0.101,8.219,2.599,15/9-F-11 A
78092,3415.9,70.766,24.754,0.101,8.311,2.603,15/9-F-11 A
78093,3416.0,70.411,26.067,0.101,8.312,2.607,15/9-F-11 A
78094,3416.1,70.16,27.03,0.1,8.247,2.608,15/9-F-11 A
78095,3416.2,69.999,26.066,0.1,8.172,2.604,15/9-F-11 A
78096,3416.3,69.931,25.387,0.099,8.122,2.599,15/9-F-11 A
78097,3416.4,69.907,25.597,0.099,8.092,2.596,15/9-F-11 A
78098,3416.5,69.928,24.563,0.1,8.08,2.599,15/9-F-11 A
78099,3416.6,69.988,24.282,0.101,8.1,2.604,15/9-F-11 A
78100,3416.7,70.158,23.614,0.102,8.138,2.607,15/9-F-11 A
78101,3416.8,70.461,25.227,0.103,8.172,2.604,15/9-F-11 A
78102,3416.9,70.571,26.675,0.104,8.175,2.598,15/9-F-11 A
78103,3417.0,70.647,26.369,0.103,8.163,2.592,15/9-F-11 A
78104,3417.1,70.696,27.064,0.103,8.168,2.589,15/9-F-11 A
78105,3417.2,70.943,27.912,0.103,8.178,2.589,15/9-F-11 A
78106,3417.3,71.209,26.991,0.104,8.18,2.591,15/9-F-11 A
78107,3417.4,71.458,27.039,0.106,8.172,2.596,15/9-F-11 A
78108,3417.5,71.561,25.617,0.107,8.162,2.6,15/9-F-11 A
78109,3417.6,71.668,27.068,0.108,8.159,2.601,15/9-F-11 A
78110,3417.7,71.854,28.599,0.109,8.137,2.6,15/9-F-11 A
78111,3417.8,72.09,30.905,0.11,8.102,2.599,15/9-F-11 A
78112,3417.9,72.374,32.179,0.111,8.062,2.599,15/9-F-11 A
78113,3418.0,72.759,32.916,0.113,8.025,2.6,15/9-F-11 A
78114,3418.1,73.216,33.793,0.116,7.987,2.601,15/9-F-11 A
78115,3418.2,73.658,33.435,0.117,7.952,2.601,15/9-F-11 A
78116,3418.3,73.944,34.99,0.123,7.934,2.599,15/9-F-11 A
78117,3418.4,74.281,36.936,0.125,7.946,2.599,15/9-F-11 A
78118,3418.5,74.588,36.102,0.125,7.965,2.6,15/9-F-11 A
78119,3418.6,74.606,35.942,0.126,7.972,2.599,15/9-F-11 A
78120,3418.7,74.416,35.21,0.126,7.971,2.597,15/9-F-11 A
78121,3418.8,74.092,35.373,0.127,7.971,2.594,15/9-F-11 A
78122,3418.9,73.645,36.343,0.127,7.987,2.59,15/9-F-11 A
78123,3419.0,73.306,35.75,0.125,8.025,2.587,15/9-F-11 A
78124,3419.1,73.032,35.078,0.12,8.066,2.585,15/9-F-11 A
78125,3419.2,72.555,31.784,0.115,8.1,2.581,15/9-F-11 A
78126,3419.3,72.211,30.491,0.112,8.124,2.578,15/9-F-11 A
78127,3419.4,71.98,28.473,0.11,8.147,2.577,15/9-F-11 A
78128,3419.5,71.632,27.827,0.108,8.165,2.579,15/9-F-11 A
78129,3419.6,71.418,29.183,0.104,8.167,2.583,15/9-F-11 A
78130,3419.7,71.344,26.466,0.102,8.155,2.586,15/9-F-11 A
78131,3419.8,70.936,25.581,0.1,8.129,2.589,15/9-F-11 A
78132,3419.9,70.376,25.565,0.1,8.112,2.591,15/9-F-11 A
78133,3420.0,69.641,24.81,0.098,8.125,2.592,15/9-F-11 A
78134,3420.1,69.023,23.708,0.096,8.151,2.594,15/9-F-11 A
78135,3420.2,68.472,23.886,0.094,8.159,2.598,15/9-F-11 A
78136,3420.3,68.008,23.952,0.092,8.132,2.602,15/9-F-11 A
78137,3420.4,67.859,23.673,0.09,8.071,2.604,15/9-F-11 A
78138,3420.5,67.811,22.961,0.087,7.995,2.602,15/9-F-11 A
78139,3420.6,67.866,20.744,0.084,7.934,2.598,15/9-F-11 A
78140,3420.7,68.054,19.753,0.081,7.922,2.595,15/9-F-11 A
78141,3420.8,68.25,20.2,0.079,7.964,2.594,15/9-F-11 A
78142,3420.9,68.393,19.055,0.078,8.035,2.596,15/9-F-11 A
78143,3421.0,68.509,19.054,0.078,8.098,2.599,15/9-F-11 A
78144,3421.1,68.655,19.17,0.079,8.128,2.599,15/9-F-11 A
78145,3421.2,68.918,18.166,0.081,8.128,2.598,15/9-F-11 A
78146,3421.3,69.158,17.012,0.084,8.105,2.596,15/9-F-11 A
78147,3421.4,69.39,18.523,0.086,8.072,2.596,15/9-F-11 A
78148,3421.5,69.624,20.206,0.088,8.054,2.597,15/9-F-11 A
78149,3421.6,69.779,22.12,0.089,8.071,2.6,15/9-F-11 A
78150,3421.7,69.887,22.463,0.091,8.121,2.604,15/9-F-11 A
78151,3421.8,69.942,21.363,0.094,8.156,2.608,15/9-F-11 A
78152,3421.9,70.057,21.894,0.097,8.153,2.611,15/9-F-11 A
78153,3422.0,70.229,23.938,0.099,8.124,2.61,15/9-F-11 A
78154,3422.1,70.58,22.897,0.101,8.101,2.607,15/9-F-11 A
78155,3422.2,71.0,25.104,0.102,8.11,2.605,15/9-F-11 A
78156,3422.3,71.459,28.078,0.103,8.14,2.605,15/9-F-11 A
78157,3422.4,71.747,27.82,0.105,8.168,2.605,15/9-F-11 A
78158,3422.5,71.929,26.467,0.107,8.179,2.604,15/9-F-11 A
78159,3422.6,72.017,25.576,0.108,8.172,2.602,15/9-F-11 A
78160,3422.7,71.762,27.077,0.107,8.158,2.6,15/9-F-11 A
78161,3422.8,71.586,26.797,0.105,8.158,2.601,15/9-F-11 A
78162,3422.9,71.49,26.11,0.103,8.176,2.603,15/9-F-11 A
78163,3423.0,71.237,25.396,0.102,8.202,2.605,15/9-F-11 A
78164,3423.1,71.048,24.638,0.102,8.209,2.603,15/9-F-11 A
78165,3423.2,70.95,25.452,0.103,8.178,2.599,15/9-F-11 A
78166,3423.3,70.754,25.717,0.104,8.121,2.596,15/9-F-11 A
78167,3423.4,70.589,25.069,0.107,8.067,2.595,15/9-F-11 A
78168,3423.5,70.488,25.282,0.103,8.024,2.596,15/9-F-11 A
78169,3423.6,70.263,26.385,0.102,8.014,2.596,15/9-F-11 A
78170,3423.7,70.015,25.95,0.1,8.044,2.597,15/9-F-11 A
78171,3423.8,69.76,24.535,0.098,8.105,2.597,15/9-F-11 A
78172,3423.9,69.691,24.071,0.096,8.172,2.597,15/9-F-11 A
78173,3424.0,69.779,24.379,0.095,8.203,2.597,15/9-F-11 A
78174,3424.1,70.139,24.714,0.096,8.182,2.597,15/9-F-11 A
78175,3424.2,70.438,24.654,0.097,8.119,2.596,15/9-F-11 A
78176,3424.3,70.681,24.29,0.1,8.055,2.594,15/9-F-11 A
78177,3424.4,70.805,26.638,0.102,8.012,2.592,15/9-F-11 A
78178,3424.5,70.793,26.314,0.103,7.995,2.591,15/9-F-11 A
78179,3424.6,70.757,26.039,0.103,8.013,2.594,15/9-F-11 A
78180,3424.7,70.846,26.484,0.103,8.063,2.597,15/9-F-11 A
78181,3424.8,70.884,26.051,0.102,8.124,2.602,15/9-F-11 A
78182,3424.9,70.894,27.198,0.101,8.172,2.605,15/9-F-11 A
78183,3425.0,70.881,26.42,0.099,8.191,2.607,15/9-F-11 A
78184,3425.1,70.904,25.559,0.098,8.198,2.607,15/9-F-11 A
78185,3425.2,70.952,26.371,0.097,8.203,2.607,15/9-F-11 A
78186,3425.3,71.023,26.084,0.097,8.184,2.608,15/9-F-11 A
78187,3425.4,71.128,25.636,0.097,8.123,2.608,15/9-F-11 A
78188,3425.5,71.255,26.055,0.098,8.057,2.608,15/9-F-11 A
78189,3425.6,71.325,25.281,0.1,8.025,2.607,15/9-F-11 A
78190,3425.7,71.4,25.408,0.101,8.021,2.606,15/9-F-11 A
78191,3425.8,71.48,26.323,0.101,8.021,2.604,15/9-F-11 A
78192,3425.9,71.43,26.609,0.099,8.009,2.603,15/9-F-11 A
78193,3426.0,71.369,29.266,0.099,8.001,2.602,15/9-F-11 A
78194,3426.1,71.295,30.445,0.099,8.018,2.604,15/9-F-11 A
78195,3426.2,71.189,29.808,0.101,8.054,2.608,15/9-F-11 A
78196,3426.3,71.076,31.049,0.104,8.083,2.612,15/9-F-11 A
78197,3426.4,70.957,30.595,0.106,8.07,2.615,15/9-F-11 A
78198,3426.5,70.822,28.438,0.108,8.017,2.615,15/9-F-11 A
78199,3426.6,70.639,30.253,0.11,7.955,2.612,15/9-F-11 A
78200,3426.7,70.382,30.481,0.111,7.92,2.61,15/9-F-11 A
78201,3426.8,70.121,30.823,0.11,7.923,2.61,15/9-F-11 A
78202,3426.9,69.887,30.774,0.108,7.942,2.611,15/9-F-11 A
78203,3427.0,69.709,31.674,0.104,7.953,2.611,15/9-F-11 A
78204,3427.1,69.425,29.114,0.101,7.938,2.611,15/9-F-11 A
78205,3427.2,69.14,27.667,0.099,7.914,2.609,15/9-F-11 A
78206,3427.3,68.909,27.65,0.097,7.912,2.606,15/9-F-11 A
78207,3427.4,68.781,28.391,0.097,7.938,2.604,15/9-F-11 A
78208,3427.5,68.725,29.381,0.096,7.985,2.604,15/9-F-11 A
78209,3427.6,68.795,30.024,0.095,8.034,2.608,15/9-F-11 A
78210,3427.7,69.236,30.829,0.094,8.067,2.614,15/9-F-11 A
78211,3427.8,69.841,29.05,0.092,8.066,2.62,15/9-F-11 A
78212,3427.9,70.513,26.916,0.091,8.023,2.624,15/9-F-11 A
78213,3428.0,71.4,26.211,0.093,7.977,2.623,15/9-F-11 A
78214,3428.1,72.352,27.169,0.096,7.977,2.616,15/9-F-11 A
78215,3428.2,73.053,26.542,0.103,8.018,2.609,15/9-F-11 A
78216,3428.3,73.705,26.996,0.111,8.045,2.604,15/9-F-11 A
78217,3428.4,74.319,30.749,0.12,8.019,2.603,15/9-F-11 A
78218,3428.5,74.85,34.782,0.127,7.955,2.603,15/9-F-11 A
78219,3428.6,75.233,38.727,0.132,7.904,2.602,15/9-F-11 A
78220,3428.7,75.518,39.736,0.135,7.907,2.599,15/9-F-11 A
78221,3428.8,76.011,40.125,0.134,7.951,2.595,15/9-F-11 A
78222,3428.9,76.267,40.887,0.133,7.985,2.593,15/9-F-11 A
78223,3429.0,76.307,41.518,0.131,7.966,2.592,15/9-F-11 A
78224,3429.1,76.318,42.0,0.13,7.878,2.592,15/9-F-11 A
78225,3429.2,76.166,39.628,0.131,7.757,2.592,15/9-F-11 A
78226,3429.3,75.835,37.915,0.132,7.646,2.589,15/9-F-11 A
78227,3429.4,75.592,40.422,0.132,7.578,2.584,15/9-F-11 A
78228,3429.5,75.353,43.639,0.132,7.545,2.578,15/9-F-11 A
78229,3429.6,75.113,44.029,0.131,7.527,2.575,15/9-F-11 A
78230,3429.7,74.937,42.359,0.132,7.521,2.574,15/9-F-11 A
78231,3429.8,74.744,42.378,0.132,7.537,2.577,15/9-F-11 A
78232,3429.9,74.51,41.505,0.131,7.576,2.581,15/9-F-11 A
78233,3430.0,74.44,38.017,0.128,7.622,2.583,15/9-F-11 A
78234,3430.1,74.378,37.75,0.127,7.656,2.584,15/9-F-11 A
78235,3430.2,74.275,38.628,0.128,7.683,2.586,15/9-F-11 A
78236,3430.3,74.511,38.66,0.133,7.728,2.589,15/9-F-11 A
78237,3430.4,74.842,40.591,0.134,7.797,2.592,15/9-F-11 A
78238,3430.5,75.207,42.336,0.139,7.849,2.591,15/9-F-11 A
78239,3430.6,75.496,43.237,0.14,7.848,2.585,15/9-F-11 A
78240,3430.7,75.712,41.073,0.139,7.806,2.577,15/9-F-11 A
78241,3430.8,75.764,41.041,0.135,7.784,2.57,15/9-F-11 A
78242,3430.9,75.757,40.162,0.137,7.829,2.569,15/9-F-11 A
78243,3431.0,75.688,38.352,0.136,7.923,2.573,15/9-F-11 A
78244,3431.1,75.452,37.968,0.136,8.008,2.578,15/9-F-11 A
78245,3431.2,75.562,36.51,0.138,8.036,2.583,15/9-F-11 A
78246,3431.3,75.863,36.547,0.139,8.011,2.586,15/9-F-11 A
78247,3431.4,76.269,35.9,0.143,7.974,2.589,15/9-F-11 A
78248,3431.5,77.145,36.971,0.144,7.96,2.591,15/9-F-11 A
78249,3431.6,78.245,38.468,0.143,7.98,2.592,15/9-F-11 A
78250,3431.7,78.7,39.044,0.148,8.03,2.591,15/9-F-11 A
78251,3431.8,79.102,41.143,0.155,8.083,2.586,15/9-F-11 A
78252,3431.9,79.423,44.433,0.163,8.099,2.579,15/9-F-11 A
78253,3432.0,78.901,46.858,0.169,8.05,2.571,15/9-F-11 A
78254,3432.1,78.38,48.135,0.169,7.948,2.566,15/9-F-11 A
78255,3432.2,77.859,48.285,0.163,7.842,2.562,15/9-F-11 A
78256,3432.3,76.985,47.82,0.151,7.78,2.561,15/9-F-11 A
78257,3432.4,76.12,45.512,0.135,7.787,2.561,15/9-F-11 A
78258,3432.5,75.268,41.476,0.129,7.866,2.565,15/9-F-11 A
78259,3432.6,74.53,37.439,0.123,7.945,2.568,15/9-F-11 A
78260,3432.7,73.985,32.465,0.119,8.06,2.575,15/9-F-11 A
78261,3432.8,73.694,30.367,0.117,8.168,2.583,15/9-F-11 A
78262,3432.9,73.723,30.961,0.117,8.229,2.59,15/9-F-11 A
78263,3433.0,73.972,30.059,0.118,8.213,2.594,15/9-F-11 A
78264,3433.1,74.527,32.086,0.119,8.137,2.595,15/9-F-11 A
78265,3433.2,74.868,34.688,0.121,8.051,2.594,15/9-F-11 A
78266,3433.3,75.253,34.153,0.124,7.975,2.593,15/9-F-11 A
78267,3433.4,75.807,33.324,0.127,7.902,2.591,15/9-F-11 A
78268,3433.5,76.568,36.339,0.132,7.829,2.588,15/9-F-11 A
78269,3433.6,77.38,36.852,0.137,7.775,2.584,15/9-F-11 A
78270,3433.7,78.191,37.338,0.144,7.76,2.579,15/9-F-11 A
78271,3433.8,78.979,38.749,0.15,7.767,2.574,15/9-F-11 A
78272,3433.9,79.652,40.856,0.156,7.762,2.57,15/9-F-11 A
78273,3434.0,79.972,43.801,0.159,7.733,2.57,15/9-F-11 A
78274,3434.1,80.304,44.779,0.162,7.704,2.571,15/9-F-11 A
78275,3434.2,80.526,44.004,0.164,7.717,2.572,15/9-F-11 A
78276,3434.3,80.241,44.334,0.164,7.767,2.573,15/9-F-11 A
78277,3434.4,79.81,43.613,0.161,7.813,2.57,15/9-F-11 A
78278,3434.5,79.306,43.763,0.159,7.815,2.564,15/9-F-11 A
78279,3434.6,78.812,43.107,0.158,7.783,2.557,15/9-F-11 A
78280,3434.7,78.667,44.512,0.157,7.763,2.553,15/9-F-11 A
78281,3434.8,78.732,45.833,0.16,7.774,2.553,15/9-F-11 A
78282,3434.9,78.695,43.345,0.158,7.791,2.555,15/9-F-11 A
78283,3435.0,78.779,42.132,0.155,7.783,2.557,15/9-F-11 A
78284,3435.1,78.956,42.484,0.151,7.754,2.558,15/9-F-11 A
78285,3435.2,79.137,41.944,0.149,7.745,2.559,15/9-F-11 A
78286,3435.3,79.388,40.61,0.148,7.784,2.563,15/9-F-11 A
78287,3435.4,79.707,39.626,0.148,7.854,2.566,15/9-F-11 A
78288,3435.5,79.514,40.402,0.149,7.918,2.568,15/9-F-11 A
78289,3435.6,79.369,41.809,0.15,7.953,2.568,15/9-F-11 A
78290,3435.7,79.28,41.678,0.152,7.96,2.566,15/9-F-11 A
78291,3435.8,79.152,41.322,0.151,7.948,2.565,15/9-F-11 A
78292,3435.9,79.033,41.653,0.152,7.929,2.564,15/9-F-11 A
78293,3436.0,78.931,42.896,0.152,7.906,2.564,15/9-F-11 A
78294,3436.1,79.109,43.416,0.151,7.895,2.565,15/9-F-11 A
78295,3436.2,79.26,44.458,0.153,7.891,2.566,15/9-F-11 A
78296,3436.3,79.313,43.125,0.149,7.878,2.565,15/9-F-11 A
78297,3436.4,79.533,41.757,0.151,7.844,2.563,15/9-F-11 A
78298,3436.5,79.719,41.132,0.152,7.803,2.561,15/9-F-11 A
78299,3436.6,79.769,40.841,0.15,7.766,2.559,15/9-F-11 A
78300,3436.7,79.875,41.806,0.155,7.739,2.557,15/9-F-11 A
78301,3436.8,80.016,41.683,0.156,7.714,2.555,15/9-F-11 A
78302,3436.9,80.215,43.006,0.157,7.701,2.556,15/9-F-11 A
78303,3437.0,80.289,43.258,0.156,7.702,2.561,15/9-F-11 A
78304,3437.1,80.423,41.677,0.163,7.701,2.565,15/9-F-11 A
78305,3437.2,80.898,44.058,0.168,7.68,2.565,15/9-F-11 A
78306,3437.3,80.929,44.118,0.169,7.654,2.56,15/9-F-11 A
78307,3437.4,80.949,43.134,0.173,7.631,2.555,15/9-F-11 A
78308,3437.5,81.773,45.338,0.175,7.616,2.552,15/9-F-11 A
78309,3437.6,82.018,46.172,0.176,7.607,2.553,15/9-F-11 A
78310,3437.7,82.011,46.407,0.178,7.612,2.556,15/9-F-11 A
78311,3437.8,82.329,47.825,0.179,7.645,2.559,15/9-F-11 A
78312,3437.9,82.161,48.121,0.18,7.693,2.561,15/9-F-11 A
78313,3438.0,81.663,48.042,0.178,7.732,2.561,15/9-F-11 A
78314,3438.1,80.987,46.728,0.173,7.766,2.561,15/9-F-11 A
78315,3438.2,80.3,46.172,0.167,7.801,2.561,15/9-F-11 A
78316,3438.3,79.607,44.416,0.163,7.837,2.561,15/9-F-11 A
78317,3438.4,78.97,42.899,0.159,7.867,2.563,15/9-F-11 A
78318,3438.5,78.543,42.545,0.156,7.9,2.567,15/9-F-11 A
78319,3438.6,78.315,41.508,0.157,7.938,2.573,15/9-F-11 A
78320,3438.7,78.783,42.288,0.156,7.971,2.576,15/9-F-11 A
78321,3438.8,79.503,41.803,0.157,8.003,2.576,15/9-F-11 A
78322,3438.9,80.506,42.616,0.157,8.047,2.573,15/9-F-11 A
78323,3439.0,81.709,44.313,0.159,8.086,2.571,15/9-F-11 A
78324,3439.1,82.74,47.517,0.163,8.08,2.571,15/9-F-11 A
78325,3439.2,83.512,49.617,0.171,7.991,2.57,15/9-F-11 A
78326,3439.3,84.186,52.948,0.179,7.855,2.566,15/9-F-11 A
78327,3439.4,84.689,58.45,0.183,7.741,2.56,15/9-F-11 A
78328,3439.5,84.924,59.367,0.19,7.701,2.556,15/9-F-11 A
78329,3439.6,84.748,62.242,0.194,7.71,2.553,15/9-F-11 A
78330,3439.7,84.241,63.503,0.196,7.681,2.552,15/9-F-11 A
78331,3439.8,83.189,60.334,0.197,7.587,2.552,15/9-F-11 A
78332,3439.9,81.638,59.35,0.197,7.47,2.553,15/9-F-11 A
78333,3440.0,79.839,57.052,0.195,7.389,2.556,15/9-F-11 A
78334,3440.1,77.721,56.295,0.191,7.373,2.56,15/9-F-11 A
78335,3440.2,76.075,54.992,0.183,7.423,2.564,15/9-F-11 A
78336,3440.3,74.673,54.482,0.171,7.514,2.567,15/9-F-11 A
78337,3440.4,73.558,51.334,0.159,7.596,2.568,15/9-F-11 A
78338,3440.5,72.611,47.269,0.141,7.642,2.567,15/9-F-11 A
78339,3440.6,71.756,41.648,0.128,7.679,2.566,15/9-F-11 A
78340,3440.7,70.997,35.38,0.117,7.713,2.565,15/9-F-11 A
78341,3440.8,70.621,33.996,0.111,7.755,2.566,15/9-F-11 A
