,DEPTH,DT,GR,NPHI,PEF,RHOB,WELL
72200,2826.7,58.972,4.511,0.044,9.225,2.632,15/9-F-11 A
72201,2826.8,59.301,4.902,0.048,9.348,2.63,15/9-F-11 A
72202,2826.9,59.581,4.967,0.052,9.451,2.631,15/9-F-11 A
72203,2827.0,59.781,3.643,0.056,9.464,2.633,15/9-F-11 A
72204,2827.1,60.097,3.813,0.059,9.364,2.634,15/9-F-11 A
72205,2827.2,60.474,3.928,0.063,9.185,2.63,15/9-F-11 A
72206,2827.3,60.934,4.179,0.066,8.982,2.623,15/9-F-11 A
72207,2827.4,61.481,3.548,0.069,8.808,2.615,15/9-F-11 A
72208,2827.5,62.051,3.132,0.071,8.707,2.607,15/9-F-11 A
72209,2827.6,62.601,2.943,0.074,8.722,2.602,15/9-F-11 A
72210,2827.7,63.231,3.232,0.077,8.836,2.599,15/9-F-11 A
72211,2827.8,63.859,3.047,0.079,8.961,2.595,15/9-F-11 A
72212,2827.9,64.329,2.907,0.083,9.008,2.589,15/9-F-11 A
72213,2828.0,64.815,2.973,0.088,8.963,2.578,15/9-F-11 A
72214,2828.1,65.259,2.874,0.092,8.895,2.563,15/9-F-11 A
72215,2828.2,65.381,2.891,0.095,8.878,2.548,15/9-F-11 A
72216,2828.3,65.572,3.155,0.099,8.917,2.536,15/9-F-11 A
72217,2828.4,65.78,3.874,0.104,8.951,2.53,15/9-F-11 A
72218,2828.5,65.687,3.725,0.109,8.942,2.527,15/9-F-11 A
72219,2828.6,65.674,3.045,0.114,8.909,2.523,15/9-F-11 A
72220,2828.7,65.726,2.611,0.116,8.898,2.516,15/9-F-11 A
72221,2828.8,65.876,2.202,0.115,8.936,2.509,15/9-F-11 A
72222,2828.9,65.998,2.709,0.112,8.984,2.509,15/9-F-11 A
72223,2829.0,66.094,2.994,0.11,8.981,2.516,15/9-F-11 A
72224,2829.1,66.136,2.865,0.107,8.899,2.524,15/9-F-11 A
72225,2829.2,66.152,2.735,0.105,8.817,2.532,15/9-F-11 A
72226,2829.3,66.141,2.184,0.104,8.761,2.536,15/9-F-11 A
72227,2829.4,66.139,2.797,0.105,8.769,2.537,15/9-F-11 A
72228,2829.5,66.058,2.55,0.107,8.805,2.536,15/9-F-11 A
72229,2829.6,65.865,2.622,0.108,8.788,2.534,15/9-F-11 A
72230,2829.7,65.612,2.135,0.109,8.736,2.53,15/9-F-11 A
72231,2829.8,65.289,1.983,0.109,8.713,2.527,15/9-F-11 A
72232,2829.9,64.856,2.043,0.11,8.766,2.528,15/9-F-11 A
72233,2830.0,64.492,2.673,0.106,8.864,2.534,15/9-F-11 A
72234,2830.1,64.127,2.938,0.102,8.939,2.543,15/9-F-11 A
72235,2830.2,63.735,3.177,0.097,8.971,2.553,15/9-F-11 A
72236,2830.3,63.302,2.84,0.093,8.956,2.558,15/9-F-11 A
72237,2830.4,62.847,2.12,0.09,8.901,2.559,15/9-F-11 A
72238,2830.5,62.361,2.403,0.088,8.829,2.558,15/9-F-11 A
72239,2830.6,62.051,2.069,0.088,8.799,2.558,15/9-F-11 A
72240,2830.7,61.874,1.716,0.087,8.846,2.561,15/9-F-11 A
72241,2830.8,61.956,1.798,0.086,8.919,2.567,15/9-F-11 A
72242,2830.9,62.225,2.23,0.083,8.928,2.576,15/9-F-11 A
72243,2831.0,62.651,2.938,0.08,8.834,2.584,15/9-F-11 A
72244,2831.1,63.44,3.05,0.076,8.68,2.589,15/9-F-11 A
72245,2831.2,64.273,3.234,0.082,8.537,2.589,15/9-F-11 A
72246,2831.3,65.144,3.261,0.089,8.438,2.583,15/9-F-11 A
72247,2831.4,66.112,3.116,0.098,8.374,2.572,15/9-F-11 A
72248,2831.5,66.963,2.878,0.107,8.342,2.557,15/9-F-11 A
72249,2831.6,67.729,2.335,0.115,8.351,2.541,15/9-F-11 A
72250,2831.7,68.395,2.965,0.119,8.405,2.523,15/9-F-11 A
72251,2831.8,69.016,3.359,0.124,8.488,2.507,15/9-F-11 A
72252,2831.9,69.601,2.778,0.128,8.546,2.493,15/9-F-11 A
72253,2832.0,70.145,2.816,0.133,8.551,2.483,15/9-F-11 A
72254,2832.1,70.624,2.349,0.137,8.509,2.476,15/9-F-11 A
72255,2832.2,71.038,3.209,0.139,8.479,2.473,15/9-F-11 A
72256,2832.3,71.036,3.084,0.139,8.522,2.473,15/9-F-11 A
72257,2832.4,70.86,2.785,0.138,8.621,2.475,15/9-F-11 A
72258,2832.5,70.49,3.008,0.138,8.705,2.478,15/9-F-11 A
72259,2832.6,69.959,3.191,0.138,8.715,2.478,15/9-F-11 A
72260,2832.7,69.52,3.417,0.139,8.662,2.474,15/9-F-11 A
72261,2832.8,69.228,2.233,0.138,8.601,2.466,15/9-F-11 A
72262,2832.9,69.015,1.647,0.139,8.58,2.457,15/9-F-11 A
72263,2833.0,68.893,1.558,0.129,8.635,2.454,15/9-F-11 A
72264,2833.1,68.913,2.032,0.123,8.783,2.457,15/9-F-11 A
72265,2833.2,68.948,2.931,0.12,8.989,2.466,15/9-F-11 A
72266,2833.3,68.979,3.288,0.119,9.146,2.48,15/9-F-11 A
72267,2833.4,68.994,3.481,0.121,9.147,2.494,15/9-F-11 A
72268,2833.5,68.783,3.567,0.127,8.963,2.503,15/9-F-11 A
72269,2833.6,68.486,3.31,0.136,8.681,2.499,15/9-F-11 A
72270,2833.7,68.121,2.424,0.145,8.432,2.48,15/9-F-11 A
72271,2833.8,67.592,2.388,0.151,8.289,2.456,15/9-F-11 A
72272,2833.9,66.974,2.339,0.151,8.24,2.441,15/9-F-11 A
72273,2834.0,66.237,1.829,0.145,8.238,2.44,15/9-F-11 A
72274,2834.1,65.227,1.658,0.132,8.252,2.449,15/9-F-11 A
72275,2834.2,64.126,1.963,0.118,8.288,2.461,15/9-F-11 A
72276,2834.3,63.155,2.635,0.105,8.339,2.474,15/9-F-11 A
72277,2834.4,62.416,3.512,0.093,8.38,2.489,15/9-F-11 A
72278,2834.5,61.884,3.686,0.087,8.386,2.51,15/9-F-11 A
72279,2834.6,61.923,3.46,0.084,8.373,2.535,15/9-F-11 A
72280,2834.7,62.179,3.772,0.087,8.385,2.56,15/9-F-11 A
72281,2834.8,62.614,4.263,0.095,8.458,2.579,15/9-F-11 A
72282,2834.9,63.461,3.763,0.102,8.555,2.588,15/9-F-11 A
72283,2835.0,64.342,3.353,0.108,8.609,2.588,15/9-F-11 A
72284,2835.1,65.245,3.533,0.114,8.588,2.578,15/9-F-11 A
72285,2835.2,66.017,3.257,0.117,8.505,2.56,15/9-F-11 A
72286,2835.3,66.606,2.982,0.124,8.418,2.539,15/9-F-11 A
72287,2835.4,67.016,2.53,0.129,8.359,2.521,15/9-F-11 A
72288,2835.5,67.131,1.828,0.134,8.334,2.508,15/9-F-11 A
72289,2835.6,67.133,2.072,0.138,8.343,2.497,15/9-F-11 A
72290,2835.7,67.008,1.368,0.139,8.372,2.488,15/9-F-11 A
72291,2835.8,66.793,1.3,0.135,8.388,2.482,15/9-F-11 A
72292,2835.9,66.561,1.174,0.128,8.318,2.477,15/9-F-11 A
72293,2836.0,66.314,1.323,0.118,8.173,2.475,15/9-F-11 A
72294,2836.1,66.056,2.036,0.108,8.036,2.477,15/9-F-11 A
72295,2836.2,65.796,2.875,0.099,7.995,2.484,15/9-F-11 A
72296,2836.3,65.535,3.29,0.094,8.091,2.493,15/9-F-11 A
72297,2836.4,65.414,3.617,0.094,8.267,2.504,15/9-F-11 A
72298,2836.5,65.375,3.932,0.093,8.458,2.513,15/9-F-11 A
72299,2836.6,65.454,3.288,0.097,8.605,2.523,15/9-F-11 A
72300,2836.7,65.678,4.123,0.104,8.655,2.534,15/9-F-11 A
72301,2836.8,65.957,3.728,0.11,8.597,2.542,15/9-F-11 A
72302,2836.9,66.28,4.014,0.115,8.483,2.543,15/9-F-11 A
72303,2837.0,66.683,4.227,0.119,8.388,2.538,15/9-F-11 A
72304,2837.1,67.114,3.58,0.123,8.337,2.528,15/9-F-11 A
72305,2837.2,67.545,2.879,0.125,8.329,2.518,15/9-F-11 A
72306,2837.3,67.794,3.026,0.125,8.377,2.51,15/9-F-11 A
72307,2837.4,67.928,2.906,0.125,8.452,2.506,15/9-F-11 A
72308,2837.5,67.889,2.902,0.126,8.503,2.503,15/9-F-11 A
72309,2837.6,67.867,2.877,0.127,8.511,2.499,15/9-F-11 A
72310,2837.7,67.845,2.745,0.128,8.506,2.494,15/9-F-11 A
72311,2837.8,67.768,3.107,0.128,8.524,2.491,15/9-F-11 A
72312,2837.9,67.76,2.891,0.128,8.57,2.49,15/9-F-11 A
72313,2838.0,67.792,2.64,0.127,8.627,2.492,15/9-F-11 A
72314,2838.1,67.74,2.974,0.126,8.678,2.496,15/9-F-11 A
72315,2838.2,67.727,3.126,0.126,8.708,2.499,15/9-F-11 A
72316,2838.3,67.747,3.17,0.126,8.704,2.5,15/9-F-11 A
72317,2838.4,67.786,3.319,0.126,8.664,2.499,15/9-F-11 A
72318,2838.5,67.743,2.423,0.127,8.621,2.497,15/9-F-11 A
72319,2838.6,67.618,2.353,0.127,8.61,2.496,15/9-F-11 A
72320,2838.7,67.453,2.574,0.124,8.617,2.496,15/9-F-11 A
72321,2838.8,67.296,2.832,0.118,8.606,2.498,15/9-F-11 A
72322,2838.9,67.151,3.434,0.113,8.579,2.501,15/9-F-11 A
72323,2839.0,67.084,2.548,0.111,8.573,2.503,15/9-F-11 A
72324,2839.1,67.04,2.617,0.111,8.614,2.504,15/9-F-11 A
72325,2839.2,67.022,3.519,0.115,8.678,2.503,15/9-F-11 A
72326,2839.3,67.086,4.506,0.121,8.719,2.502,15/9-F-11 A
72327,2839.4,67.165,4.277,0.127,8.7,2.499,15/9-F-11 A
72328,2839.5,67.251,3.863,0.132,8.622,2.496,15/9-F-11 A
72329,2839.6,67.298,3.35,0.134,8.52,2.493,15/9-F-11 A
72330,2839.7,67.334,3.982,0.135,8.441,2.489,15/9-F-11 A
72331,2839.8,67.364,3.899,0.135,8.399,2.483,15/9-F-11 A
72332,2839.9,67.286,3.134,0.133,8.368,2.477,15/9-F-11 A
72333,2840.0,67.16,2.85,0.13,8.312,2.473,15/9-F-11 A
72334,2840.1,66.98,2.979,0.125,8.23,2.473,15/9-F-11 A
72335,2840.2,66.832,2.156,0.12,8.172,2.479,15/9-F-11 A
72336,2840.3,66.714,1.789,0.116,8.177,2.487,15/9-F-11 A
72337,2840.4,66.666,2.037,0.112,8.232,2.496,15/9-F-11 A
72338,2840.5,66.749,2.694,0.108,8.292,2.505,15/9-F-11 A
72339,2840.6,66.875,2.34,0.104,8.324,2.516,15/9-F-11 A
72340,2840.7,66.923,3.015,0.105,8.338,2.527,15/9-F-11 A
72341,2840.8,67.204,3.237,0.106,8.355,2.534,15/9-F-11 A
72342,2840.9,67.585,3.602,0.106,8.388,2.538,15/9-F-11 A
72343,2841.0,67.737,4.209,0.103,8.396,2.538,15/9-F-11 A
72344,2841.1,67.861,5.117,0.102,8.347,2.539,15/9-F-11 A
72345,2841.2,67.928,6.387,0.095,8.256,2.543,15/9-F-11 A
72346,2841.3,67.493,9.154,0.088,8.167,2.55,15/9-F-11 A
72347,2841.4,67.064,9.963,0.082,8.107,2.558,15/9-F-11 A
72348,2841.5,66.633,9.184,0.082,8.065,2.566,15/9-F-11 A
72349,2841.6,65.868,8.65,0.076,8.038,2.576,15/9-F-11 A
72350,2841.7,65.561,9.417,0.074,8.03,2.586,15/9-F-11 A
72351,2841.8,65.717,9.655,0.072,8.017,2.593,15/9-F-11 A
72352,2841.9,65.732,8.682,0.073,7.996,2.596,15/9-F-11 A
72353,2842.0,65.84,9.116,0.076,7.987,2.597,15/9-F-11 A
72354,2842.1,66.065,9.824,0.08,8.0,2.596,15/9-F-11 A
72355,2842.2,66.198,9.159,0.084,8.011,2.595,15/9-F-11 A
72356,2842.3,66.386,9.37,0.085,7.992,2.593,15/9-F-11 A
72357,2842.4,66.666,10.799,0.085,7.963,2.592,15/9-F-11 A
72358,2842.5,67.098,12.538,0.088,7.947,2.591,15/9-F-11 A
72359,2842.6,67.522,13.518,0.09,7.942,2.59,15/9-F-11 A
72360,2842.7,67.89,14.307,0.092,7.924,2.587,15/9-F-11 A
72361,2842.8,68.171,13.063,0.096,7.892,2.58,15/9-F-11 A
72362,2842.9,68.357,12.201,0.1,7.871,2.568,15/9-F-11 A
72363,2843.0,68.362,12.739,0.103,7.882,2.555,15/9-F-11 A
72364,2843.1,68.724,13.055,0.105,7.916,2.545,15/9-F-11 A
72365,2843.2,69.153,11.812,0.107,7.941,2.539,15/9-F-11 A
72366,2843.3,69.484,9.977,0.108,7.927,2.538,15/9-F-11 A
72367,2843.4,69.836,9.125,0.111,7.874,2.538,15/9-F-11 A
72368,2843.5,70.097,8.857,0.114,7.802,2.537,15/9-F-11 A
72369,2843.6,69.985,7.617,0.115,7.75,2.533,15/9-F-11 A
72370,2843.7,70.002,8.491,0.116,7.727,2.526,15/9-F-11 A
72371,2843.8,70.093,9.44,0.116,7.734,2.517,15/9-F-11 A
72372,2843.9,70.267,8.841,0.115,7.775,2.511,15/9-F-11 A
72373,2844.0,70.296,8.778,0.117,7.843,2.511,15/9-F-11 A
72374,2844.1,70.247,9.037,0.119,7.926,2.515,15/9-F-11 A
72375,2844.2,70.227,9.207,0.121,7.989,2.52,15/9-F-11 A
72376,2844.3,70.193,10.354,0.123,8.001,2.523,15/9-F-11 A
72377,2844.4,70.163,11.432,0.128,7.952,2.523,15/9-F-11 A
72378,2844.5,70.333,11.432,0.129,7.864,2.519,15/9-F-11 A
72379,2844.6,70.316,10.787,0.126,7.788,2.514,15/9-F-11 A
72380,2844.7,70.138,9.346,0.124,7.753,2.507,15/9-F-11 A
72381,2844.8,69.951,8.875,0.122,7.745,2.503,15/9-F-11 A
72382,2844.9,69.797,9.18,0.121,7.731,2.503,15/9-F-11 A
72383,2845.0,69.678,8.497,0.121,7.688,2.504,15/9-F-11 A
72384,2845.1,69.68,7.433,0.124,7.648,2.505,15/9-F-11 A
72385,2845.2,69.743,8.419,0.128,7.654,2.506,15/9-F-11 A
72386,2845.3,69.878,8.482,0.13,7.707,2.506,15/9-F-11 A
72387,2845.4,70.04,8.164,0.133,7.776,2.505,15/9-F-11 A
72388,2845.5,70.199,7.829,0.136,7.815,2.503,15/9-F-11 A
72389,2845.6,70.352,8.334,0.14,7.804,2.499,15/9-F-11 A
72390,2845.7,70.472,9.326,0.144,7.746,2.492,15/9-F-11 A
72391,2845.8,70.63,9.226,0.149,7.669,2.484,15/9-F-11 A
72392,2845.9,70.87,8.982,0.153,7.599,2.475,15/9-F-11 A
72393,2846.0,71.087,8.739,0.156,7.555,2.468,15/9-F-11 A
72394,2846.1,71.256,8.308,0.156,7.536,2.462,15/9-F-11 A
72395,2846.2,71.321,9.111,0.152,7.536,2.46,15/9-F-11 A
72396,2846.3,71.244,9.996,0.147,7.546,2.46,15/9-F-11 A
72397,2846.4,71.057,10.498,0.141,7.567,2.463,15/9-F-11 A
72398,2846.5,70.662,9.772,0.134,7.594,2.468,15/9-F-11 A
72399,2846.6,70.225,8.449,0.128,7.632,2.476,15/9-F-11 A
72400,2846.7,69.755,8.21,0.123,7.688,2.484,15/9-F-11 A
72401,2846.8,69.213,8.734,0.119,7.758,2.491,15/9-F-11 A
72402,2846.9,68.797,7.98,0.116,7.818,2.5,15/9-F-11 A
72403,2847.0,68.479,7.503,0.112,7.859,2.508,15/9-F-11 A
72404,2847.1,68.372,7.1,0.108,7.899,2.517,15/9-F-11 A
72405,2847.2,68.146,7.681,0.101,7.944,2.525,15/9-F-11 A
72406,2847.3,67.78,8.263,0.094,7.988,2.533,15/9-F-11 A
72407,2847.4,66.838,9.613,0.085,7.957,2.542,15/9-F-11 A
72408,2847.5,65.138,11.003,0.076,7.853,2.553,15/9-F-11 A
72409,2847.6,62.94,11.948,0.067,7.726,2.564,15/9-F-11 A
72410,2847.7,61.344,10.665,0.06,7.622,2.574,15/9-F-11 A
72411,2847.8,60.201,10.213,0.055,7.566,2.581,15/9-F-11 A
72412,2847.9,59.455,9.591,0.052,7.592,2.587,15/9-F-11 A
72413,2848.0,59.328,9.453,0.051,7.739,2.589,15/9-F-11 A
72414,2848.1,58.992,8.26,0.052,8.0,2.591,15/9-F-11 A
72415,2848.2,58.437,6.98,0.055,8.296,2.593,15/9-F-11 A
72416,2848.3,57.718,5.201,0.052,8.517,2.598,15/9-F-11 A
72417,2848.4,57.155,3.745,0.055,8.622,2.605,15/9-F-11 A
72418,2848.5,56.797,3.394,0.054,8.645,2.611,15/9-F-11 A
72419,2848.6,57.462,2.732,0.053,8.621,2.615,15/9-F-11 A
72420,2848.7,58.035,2.695,0.049,8.549,2.618,15/9-F-11 A
72421,2848.8,58.324,3.331,0.051,8.412,2.621,15/9-F-11 A
72422,2848.9,58.779,3.153,0.052,8.263,2.622,15/9-F-11 A
72423,2849.0,59.273,3.605,0.051,8.181,2.619,15/9-F-11 A
72424,2849.1,59.792,4.577,0.053,8.211,2.614,15/9-F-11 A
72425,2849.2,59.945,5.157,0.055,8.319,2.609,15/9-F-11 A
72426,2849.3,59.934,5.039,0.056,8.424,2.605,15/9-F-11 A
72427,2849.4,59.722,4.806,0.056,8.485,2.605,15/9-F-11 A
72428,2849.5,59.601,4.823,0.055,8.506,2.606,15/9-F-11 A
72429,2849.6,59.527,5.216,0.056,8.502,2.608,15/9-F-11 A
72430,2849.7,59.514,5.049,0.056,8.489,2.611,15/9-F-11 A
72431,2849.8,59.75,5.147,0.06,8.48,2.614,15/9-F-11 A
72432,2849.9,60.062,5.714,0.061,8.488,2.616,15/9-F-11 A
72433,2850.0,60.299,6.263,0.061,8.497,2.616,15/9-F-11 A
72434,2850.1,60.239,6.36,0.06,8.489,2.617,15/9-F-11 A
72435,2850.2,60.054,4.884,0.061,8.479,2.616,15/9-F-11 A
72436,2850.3,59.967,3.592,0.063,8.5,2.613,15/9-F-11 A
72437,2850.4,59.809,3.861,0.067,8.565,2.607,15/9-F-11 A
72438,2850.5,59.664,4.082,0.072,8.633,2.597,15/9-F-11 A
72439,2850.6,59.968,2.547,0.077,8.65,2.584,15/9-F-11 A
72440,2850.7,60.309,1.868,0.081,8.599,2.571,15/9-F-11 A
72441,2850.8,60.671,1.692,0.083,8.51,2.559,15/9-F-11 A
72442,2850.9,60.956,1.975,0.084,8.422,2.551,15/9-F-11 A
72443,2851.0,61.186,1.633,0.084,8.372,2.544,15/9-F-11 A
72444,2851.1,61.368,1.388,0.083,8.377,2.542,15/9-F-11 A
72445,2851.2,61.302,1.418,0.081,8.434,2.544,15/9-F-11 A
72446,2851.3,61.221,0.932,0.08,8.504,2.551,15/9-F-11 A
72447,2851.4,61.124,0.852,0.08,8.544,2.558,15/9-F-11 A
72448,2851.5,61.069,0.959,0.081,8.544,2.561,15/9-F-11 A
72449,2851.6,61.125,1.07,0.087,8.54,2.561,15/9-F-11 A
72450,2851.7,61.322,1.494,0.086,8.559,2.56,15/9-F-11 A
72451,2851.8,61.913,3.532,0.088,8.574,2.564,15/9-F-11 A
72452,2851.9,62.607,4.211,0.089,8.543,2.57,15/9-F-11 A
72453,2852.0,63.407,4.369,0.09,8.461,2.576,15/9-F-11 A
72454,2852.1,63.99,5.468,0.091,8.369,2.578,15/9-F-11 A
72455,2852.2,64.446,5.686,0.092,8.302,2.573,15/9-F-11 A
72456,2852.3,64.722,4.176,0.093,8.275,2.564,15/9-F-11 A
72457,2852.4,64.743,2.497,0.093,8.3,2.555,15/9-F-11 A
72458,2852.5,64.667,1.812,0.092,8.371,2.547,15/9-F-11 A
72459,2852.6,64.49,1.522,0.09,8.457,2.544,15/9-F-11 A
72460,2852.7,64.086,1.899,0.089,8.522,2.546,15/9-F-11 A
72461,2852.8,63.606,2.748,0.089,8.544,2.55,15/9-F-11 A
72462,2852.9,63.101,2.909,0.091,8.533,2.555,15/9-F-11 A
72463,2853.0,62.796,2.398,0.091,8.506,2.556,15/9-F-11 A
72464,2853.1,62.605,2.61,0.089,8.484,2.554,15/9-F-11 A
72465,2853.2,62.563,2.768,0.084,8.475,2.551,15/9-F-11 A
72466,2853.3,62.395,2.932,0.077,8.464,2.552,15/9-F-11 A
72467,2853.4,62.155,2.943,0.07,8.426,2.558,15/9-F-11 A
72468,2853.5,61.852,3.779,0.065,8.369,2.569,15/9-F-11 A
72469,2853.6,61.529,4.983,0.061,8.326,2.579,15/9-F-11 A
72470,2853.7,61.191,5.281,0.058,8.333,2.586,15/9-F-11 A
72471,2853.8,60.832,6.242,0.055,8.384,2.593,15/9-F-11 A
72472,2853.9,60.456,6.494,0.052,8.451,2.603,15/9-F-11 A
72473,2854.0,60.063,5.591,0.047,8.503,2.615,15/9-F-11 A
72474,2854.1,59.613,5.858,0.042,8.53,2.628,15/9-F-11 A
72475,2854.2,59.152,4.954,0.04,8.546,2.638,15/9-F-11 A
72476,2854.3,58.682,4.356,0.034,8.57,2.645,15/9-F-11 A
72477,2854.4,58.335,3.829,0.033,8.587,2.649,15/9-F-11 A
72478,2854.5,58.032,3.079,0.034,8.574,2.649,15/9-F-11 A
72479,2854.6,57.777,3.392,0.035,8.522,2.648,15/9-F-11 A
72480,2854.7,57.622,3.333,0.039,8.461,2.647,15/9-F-11 A
72481,2854.8,57.573,3.814,0.038,8.439,2.647,15/9-F-11 A
72482,2854.9,57.656,4.049,0.043,8.474,2.648,15/9-F-11 A
72483,2855.0,57.849,4.155,0.044,8.524,2.648,15/9-F-11 A
72484,2855.1,58.086,4.358,0.048,8.545,2.648,15/9-F-11 A
72485,2855.2,58.378,4.932,0.058,8.522,2.646,15/9-F-11 A
72486,2855.3,58.773,5.075,0.066,8.486,2.64,15/9-F-11 A
72487,2855.4,59.233,5.101,0.075,8.484,2.63,15/9-F-11 A
72488,2855.5,59.788,4.032,0.086,8.529,2.617,15/9-F-11 A
72489,2855.6,60.431,3.604,0.091,8.6,2.603,15/9-F-11 A
72490,2855.7,61.111,2.792,0.098,8.66,2.587,15/9-F-11 A
72491,2855.8,61.829,2.042,0.103,8.662,2.569,15/9-F-11 A
72492,2855.9,62.684,1.751,0.107,8.612,2.552,15/9-F-11 A
72493,2856.0,63.577,2.227,0.111,8.541,2.537,15/9-F-11 A
72494,2856.1,64.459,2.835,0.115,8.481,2.526,15/9-F-11 A
72495,2856.2,65.153,1.944,0.119,8.448,2.518,15/9-F-11 A
72496,2856.3,65.718,1.236,0.12,8.435,2.511,15/9-F-11 A
72497,2856.4,66.051,1.749,0.119,8.447,2.505,15/9-F-11 A
72498,2856.5,66.269,2.24,0.118,8.491,2.5,15/9-F-11 A
72499,2856.6,66.424,2.853,0.117,8.55,2.498,15/9-F-11 A
72500,2856.7,66.531,2.695,0.115,8.582,2.499,15/9-F-11 A
72501,2856.8,66.572,1.442,0.114,8.56,2.503,15/9-F-11 A
72502,2856.9,66.565,1.351,0.112,8.503,2.51,15/9-F-11 A
72503,2857.0,66.481,1.651,0.11,8.45,2.518,15/9-F-11 A
72504,2857.1,66.319,1.679,0.107,8.429,2.525,15/9-F-11 A
72505,2857.2,66.094,2.086,0.102,8.441,2.533,15/9-F-11 A
72506,2857.3,65.794,1.412,0.097,8.474,2.543,15/9-F-11 A
72507,2857.4,65.443,1.022,0.092,8.515,2.554,15/9-F-11 A
72508,2857.5,65.046,1.831,0.088,8.554,2.563,15/9-F-11 A
72509,2857.6,64.977,2.753,0.085,8.57,2.57,15/9-F-11 A
72510,2857.7,64.971,3.039,0.084,8.546,2.573,15/9-F-11 A
72511,2857.8,65.035,2.493,0.085,8.48,2.571,15/9-F-11 A
72512,2857.9,65.123,2.464,0.087,8.403,2.564,15/9-F-11 A
72513,2858.0,65.156,3.333,0.09,8.347,2.553,15/9-F-11 A
72514,2858.1,65.113,3.518,0.093,8.321,2.543,15/9-F-11 A
72515,2858.2,65.187,3.313,0.096,8.317,2.535,15/9-F-11 A
72516,2858.3,65.295,3.058,0.098,8.33,2.533,15/9-F-11 A
72517,2858.4,65.436,2.411,0.1,8.356,2.534,15/9-F-11 A
72518,2858.5,65.703,2.218,0.102,8.384,2.536,15/9-F-11 A
72519,2858.6,65.986,2.33,0.105,8.404,2.538,15/9-F-11 A
72520,2858.7,66.261,2.937,0.109,8.418,2.538,15/9-F-11 A
72521,2858.8,66.604,3.113,0.113,8.437,2.537,15/9-F-11 A
72522,2858.9,66.958,3.902,0.117,8.459,2.534,15/9-F-11 A
72523,2859.0,67.297,4.505,0.121,8.451,2.529,15/9-F-11 A
72524,2859.1,67.728,4.592,0.125,8.393,2.521,15/9-F-11 A
72525,2859.2,68.168,3.443,0.128,8.295,2.509,15/9-F-11 A
72526,2859.3,68.548,2.655,0.13,8.198,2.495,15/9-F-11 A
72527,2859.4,68.957,2.153,0.132,8.15,2.482,15/9-F-11 A
72528,2859.5,69.341,1.959,0.134,8.163,2.473,15/9-F-11 A
72529,2859.6,69.566,2.066,0.136,8.229,2.471,15/9-F-11 A
72530,2859.7,69.735,3.109,0.134,8.302,2.473,15/9-F-11 A
72531,2859.8,69.861,3.262,0.137,8.345,2.476,15/9-F-11 A
72532,2859.9,69.89,3.552,0.137,8.356,2.478,15/9-F-11 A
72533,2860.0,69.875,3.849,0.137,8.363,2.479,15/9-F-11 A
72534,2860.1,69.828,3.943,0.135,8.38,2.48,15/9-F-11 A
72535,2860.2,69.723,3.465,0.133,8.4,2.482,15/9-F-11 A
72536,2860.3,69.568,3.588,0.129,8.408,2.484,15/9-F-11 A
72537,2860.4,69.375,3.625,0.126,8.409,2.488,15/9-F-11 A
72538,2860.5,69.151,3.219,0.124,8.427,2.493,15/9-F-11 A
72539,2860.6,68.842,3.02,0.124,8.479,2.498,15/9-F-11 A
72540,2860.7,68.451,3.036,0.125,8.55,2.501,15/9-F-11 A
72541,2860.8,68.224,3.35,0.126,8.608,2.504,15/9-F-11 A
72542,2860.9,67.994,2.817,0.127,8.623,2.505,15/9-F-11 A
72543,2861.0,67.762,2.766,0.128,8.6,2.504,15/9-F-11 A
72544,2861.1,67.613,3.103,0.126,8.58,2.502,15/9-F-11 A
72545,2861.2,67.469,2.637,0.127,8.598,2.5,15/9-F-11 A
72546,2861.3,67.325,3.107,0.127,8.642,2.499,15/9-F-11 A
72547,2861.4,67.256,3.188,0.126,8.676,2.498,15/9-F-11 A
72548,2861.5,67.225,3.694,0.125,8.679,2.497,15/9-F-11 A
72549,2861.6,67.242,3.232,0.123,8.651,2.496,15/9-F-11 A
72550,2861.7,67.374,2.853,0.121,8.598,2.497,15/9-F-11 A
72551,2861.8,67.524,2.935,0.121,8.542,2.499,15/9-F-11 A
72552,2861.9,67.671,2.862,0.12,8.504,2.5,15/9-F-11 A
72553,2862.0,67.811,2.811,0.12,8.486,2.498,15/9-F-11 A
72554,2862.1,67.889,2.517,0.119,8.479,2.494,15/9-F-11 A
72555,2862.2,67.814,2.143,0.115,8.459,2.49,15/9-F-11 A
72556,2862.3,67.667,1.949,0.113,8.429,2.487,15/9-F-11 A
72557,2862.4,67.481,2.062,0.112,8.413,2.487,15/9-F-11 A
72558,2862.5,67.24,2.317,0.106,8.434,2.489,15/9-F-11 A
72559,2862.6,67.13,2.872,0.11,8.489,2.494,15/9-F-11 A
72560,2862.7,67.095,3.883,0.109,8.545,2.499,15/9-F-11 A
72561,2862.8,67.151,3.055,0.113,8.575,2.503,15/9-F-11 A
72562,2862.9,67.218,3.139,0.111,8.579,2.506,15/9-F-11 A
72563,2863.0,67.286,3.385,0.113,8.57,2.509,15/9-F-11 A
72564,2863.1,67.323,2.598,0.115,8.563,2.509,15/9-F-11 A
72565,2863.2,67.336,2.989,0.117,8.56,2.506,15/9-F-11 A
72566,2863.3,67.331,2.917,0.119,8.566,2.502,15/9-F-11 A
